"registrationid","buildingid","boroid","boro","housenumber","lowhousenumber","highhousenumber","streetname","streetcode","zip","block","lot","bin","communityboard","lastregistrationdate","registrationenddate"
"302549","351961","3","BROOKLYN","588","588","588","PARK PLACE","69330","11238","1168","30","3029268","8","2025-09-10T00:00:00.000","2026-09-01T00:00:00.000"
"353926","352688","3","BROOKLYN","70","70","70","PATCHEN AVENUE","70030","11221","1627","53","3044379","3","2025-07-21T00:00:00.000","2026-09-01T00:00:00.000"
"321882","356269","3","BROOKLYN","459","459","459","PROSPECT AVENUE","72430","11215","1113","70","3027218","7","2022-04-29T00:00:00.000","2022-09-01T00:00:00.000"
"372421","356482","3","BROOKLYN","161","161","161","PROSPECT PARK WEST","72630","11215","1095","50","3026228","6","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"343561","358452","3","BROOKLYN","771","771","771","PUTNAM AVENUE","72930","11221","1646","51","3325050","3","2024-08-20T00:00:00.000","2025-09-01T00:00:00.000"
"819127","359278","3","BROOKLYN","368","368","368","QUINCY STREET","73050","11216","1809","21","3050941","3",,"2025-09-01T00:00:00.000"
"420230","659098","4","QUEENS","51-33","51-33","51-33","GOLDSMITH STREET","47190","11373","2476","7501","4057301","4","2025-12-18T00:00:00.000","2026-09-01T00:00:00.000"
"129599","41963","1","MANHATTAN","456","456","456","WEST 145 STREET","36670","10031","2059","53","1061319","9","2025-12-05T00:00:00.000","2026-09-01T00:00:00.000"
"324685","205570","3","BROOKLYN","1223","1223","1223","BEDFORD AVENUE","18630","11216","1837","1","3052564","3","2025-12-11T00:00:00.000","2026-09-01T00:00:00.000"
"221337","124872","2","BRONX","1819","1819","1819","WILLIAMSBRIDGE ROAD","78050","10461","4132","26","2045695","11","2025-12-11T00:00:00.000","2026-09-01T00:00:00.000"
"344345","359318","3","BROOKLYN","418","418","418","QUINCY STREET","73050","11221","1810","13","3050982","3","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"319045","359358","3","BROOKLYN","458","458","458","QUINCY STREET","73050","11221","1810","33","3051002","3","1993-04-01T00:00:00.000","1994-09-30T00:00:00.000"
"310517","359485","3","BROOKLYN","599","599","599","QUINCY STREET","73050","11221","1625","72","3044289","3","2025-02-18T00:00:00.000","2025-09-01T00:00:00.000"
"316883","363439","3","BROOKLYN","109","109","109","ROEBLING STREET","73650","11211","2338","6","3324891","1","2025-09-18T00:00:00.000","2026-09-01T00:00:00.000"
"312774","366273","3","BROOKLYN","134","134","134","SARATOGA AVENUE","75130","11233","1509","7501","3040855","3","2025-09-06T00:00:00.000","2026-09-01T00:00:00.000"
"313374","369525","3","BROOKLYN","405","405","405","SHEPHERD AVENUE","76530","11208","4005","2","3088987","5","2020-12-22T00:00:00.000","2021-09-01T00:00:00.000"
"811234","371239","3","BROOKLYN","605","605","605","SNEDIKER AVENUE","77830","11207","3851","3","3085790","5","2025-07-24T00:00:00.000","2026-09-01T00:00:00.000"
"357161","372088","3","BROOKLYN","150","150","150","SOUTH 3 STREET","78330","11211","2431","13","3063272","1","2025-08-18T00:00:00.000","2026-09-01T00:00:00.000"
"302060","372613","3","BROOKLYN","166","166","166","SOUTH 9 STREET","78830","11211","2148","13","3059731","1","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"331437","373078","3","BROOKLYN","23","21","23","SPENCER PLACE","79630","11216","2000","3","3057441","3","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"812255","373135","3","BROOKLYN","206","206","206","SPENCER STREET","79730","11205","1762","52","3048964","3","2022-09-28T00:00:00.000","2023-09-01T00:00:00.000"
"352942","374461","3","BROOKLYN","1370","1370","1370","ST MARKS AVENUE","80430","11233","1363","37","3036128","8","2015-11-24T00:00:00.000","2016-09-01T00:00:00.000"
"316500","375352","3","BROOKLYN","48","48","48","ST NICHOLAS AVENUE","80630","11237","3200","27","3072794","4","2025-08-06T00:00:00.000","2026-09-01T00:00:00.000"
"359926","375356","3","BROOKLYN","52","52","52","ST NICHOLAS AVENUE","80630","11237","3200","29","3072796","4","2025-05-19T00:00:00.000","2026-09-01T00:00:00.000"
"348199","375402","3","BROOKLYN","66","56","66","ST PAULS PLACE","80830","11226","5060","32","3116115","14","2025-07-31T00:00:00.000","2026-09-01T00:00:00.000"
"316247","377697","3","BROOKLYN","324","324","324","STOCKHOLM STREET","81930","11237","3259","26","3074239","4","2009-08-25T00:00:00.000","2010-04-01T00:00:00.000"
"341599","377835","3","BROOKLYN","257","257","257","MOTHER GASTON BOULEVARD","82230","11212","3675","4","3083401","16","2025-09-03T00:00:00.000","2026-09-01T00:00:00.000"
"821407","382158","3","BROOKLYN","1416","1416","1416","TROY AVENUE","86030","11203","4990","33","3113506","17","2020-12-22T00:00:00.000","2021-09-01T00:00:00.000"
"310397","382687","3","BROOKLYN","885","885","885","TROY AVENUE","86030","11203","4898","4","3109867","17","2025-08-24T00:00:00.000","2026-09-01T00:00:00.000"
"367206","383815","3","BROOKLYN","687","687","687","UNION STREET","86530","11215","952","63","3019729","6","2025-07-11T00:00:00.000","2026-09-01T00:00:00.000"
"363050","383984","3","BROOKLYN","888","888","890","UNION STREET","86530","11215","1066","14","3024691","6","2025-06-30T00:00:00.000","2026-09-01T00:00:00.000"
"357412","384877","3","BROOKLYN","402","402","402","VAN BRUNT STREET","86730","11231","586","27","3008707","6","2025-09-08T00:00:00.000","2026-09-01T00:00:00.000"
"361716","387116","3","BROOKLYN","263","263","263","VERNON AVENUE","88130","11206","1757","43","3048712","3","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"372144","388064","3","BROOKLYN","365","365","365","WARREN STREET","89530","11201","391","45","3006133","2","2025-09-05T00:00:00.000","2026-09-01T00:00:00.000"
"323202","388631","3","BROOKLYN","239","239","239","WASHINGTON AVENUE","89730","11205","1918","32","3055099","2","2025-08-12T00:00:00.000","2026-09-01T00:00:00.000"
"338497","390192","3","BROOKLYN","2439","2439","2439","WEST 2 STREET","90580","11223","7194","62","3195113","15","2005-10-17T00:00:00.000","2006-10-01T00:00:00.000"
"358304","392543","3","BROOKLYN","1547","1547","1547","WEST 9 STREET","90930","11204","6598","72","3174247","11","2025-08-13T00:00:00.000","2026-09-01T00:00:00.000"
"811034","395141","3","BROOKLYN","126","126","126","WEST END AVENUE","92330","11235","8719","14","3245689","15","2022-07-19T00:00:00.000","2023-09-01T00:00:00.000"
"319909","395367","3","BROOKLYN","2259","2259","2259","WEST STREET","92430","11223","7152","66","3193728","15","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"383417","933538","3","BROOKLYN","1792","1792","1792","BERGEN STREET","19230","11233","1357","145","3378331","8","2025-12-16T00:00:00.000","2026-09-01T00:00:00.000"
"360477","396792","3","BROOKLYN","148","148","148","WILSON AVENUE","93530","11237","3218","32","3073133","4","2025-10-11T00:00:00.000","2026-09-01T00:00:00.000"
"349366","397512","3","BROOKLYN","657","657","657","WINTHROP STREET","93830","11203","4823","59","3107509","9","2018-12-12T00:00:00.000","2019-09-01T00:00:00.000"
"814046","398767","3","BROOKLYN","461","461","461","WYONA STREET","94930","11207","3792","10","3084564","5","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"405600","403010","4","QUEENS","25-59","25-59","25-59","14 PLACE","5990","11102","899","5","4020446","1","2025-06-12T00:00:00.000","2026-09-01T00:00:00.000"
"333603","132138","3","BROOKLYN","4809","4809","4809","6 AVENUE","5680","11220","776","105","3012757","7","2025-12-30T00:00:00.000","2026-09-01T00:00:00.000"
"911599","405134","4","QUEENS","124-08","124-08","124-08","20 AVENUE","6440","11356","4169","20","4099253","7","2024-09-11T00:00:00.000","2025-09-01T00:00:00.000"
"428638","406829","4","QUEENS","23-11","23-11","23-11","21 STREET","6740","11105","876","82","4019386","1","2025-09-11T00:00:00.000","2026-09-01T00:00:00.000"
"912069","408088","4","QUEENS","211-08","211-08","211-08","23 AVENUE","6940","11360","5900","212","4132421","7","2025-06-16T00:00:00.000","2026-09-01T00:00:00.000"
"420737","408315","4","QUEENS","42-01","42-01","42-01","23 AVENUE","6940","11105","783","40","4014937","1","2025-08-29T00:00:00.000","2026-09-01T00:00:00.000"
"409775","410676","4","QUEENS","44-02","44-02","44-02","25 AVENUE","7240","11103","715","41","4012720","1","2025-10-10T00:00:00.000","2026-09-01T00:00:00.000"
"424257","411359","4","QUEENS","22-28","22-28","22-28","CRESCENT STREET","7300","11105","867","44","4018945","1","2025-07-10T00:00:00.000","2026-09-01T00:00:00.000"
"348368","362520","3","BROOKLYN","169","169","169","ROCKAWAY AVENUE","73470","11233","1568","7","3042603","16","2025-12-01T00:00:00.000","2026-09-01T00:00:00.000"
"375539","315238","3","BROOKLYN","170","170","170","HUNTINGTON STREET","51630","11231","381","27","3005673","6","2025-12-04T00:00:00.000","2026-09-01T00:00:00.000"
"391095","1012704","3","BROOKLYN","15","15","15","MONTIETH STREET","62130","11206","3139","30","3428524","4","2025-12-09T00:00:00.000","2026-09-01T00:00:00.000"
"328581","318299","3","BROOKLYN","43","43","43","JEWEL STREET","53330","11222","2652","19","3066321","1","2025-12-29T00:00:00.000","2026-09-01T00:00:00.000"
"911709","915602","4","QUEENS","69-42","69-42","69-42","213 STREET","26490","11364","7633","1","4451153","11","2025-12-08T00:00:00.000","2026-09-01T00:00:00.000"
"140775","23679","1","MANHATTAN","10","10","12","LEONARD STREET","24750","10013","179","21","1001995","1","2025-12-03T00:00:00.000","2026-09-01T00:00:00.000"
"411154","416419","4","QUEENS","14-13","14-13","14-13","30 DRIVE","7840","11102","535","15","4005958","1","2025-09-06T00:00:00.000","2026-09-01T00:00:00.000"
"403015","416897","4","QUEENS","35-51","35-51","35-51","30 STREET","7940","11106","603","4","4007969","1","2024-10-12T00:00:00.000","2025-09-01T00:00:00.000"
"428324","419324","4","QUEENS","31-33","31-33","31-33","32 STREET","8240","11106","614","30","4008425","1","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"424069","421000","4","QUEENS","140-40","140-40","140-40","34 AVENUE","8440","11354","4994","7503","4312178","7","2025-10-09T00:00:00.000","2026-09-01T00:00:00.000"
"431300","423029","4","QUEENS","32-51","32-51","32-51","35 STREET","8640","11106","646","16","4009682","1","2022-08-31T00:00:00.000","2023-09-01T00:00:00.000"
"926174","423129","4","QUEENS","52-11","52-11","52-11","35 STREET","8640","11101","304","9","4003624","2","2023-05-08T00:00:00.000","2023-09-01T00:00:00.000"
"420024","427469","4","QUEENS","50-21","50-21","50-21","39 PLACE","9190","11104","209","25","4002997","2","2025-07-03T00:00:00.000","2026-09-01T00:00:00.000"
"414695","427833","4","QUEENS","94-17","94-17","94-17","40 DRIVE","9390","11373","1588","78","4039638","4","2025-08-22T00:00:00.000","2026-09-01T00:00:00.000"
"403341","429411","4","QUEENS","34-09","34-09","34-09","41 STREET","9640","11101","674","115","4010951","1","2025-08-04T00:00:00.000","2026-09-01T00:00:00.000"
"418689","430484","4","QUEENS","31-58","31-58","31-58","42 STREET","9790","11103","679","64","4011208","1","1998-10-22T00:00:00.000","1999-09-30T00:00:00.000"
"409206","432106","4","QUEENS","34-30","34-30","34-30","43 STREET","9890","11101","675","43","4010981","1","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"14265","788938","5","STATEN ISLAND","654","654","654","TYSENS LANE","52000","10306","4007","94","5055429","3","2025-12-03T00:00:00.000","2026-09-01T00:00:00.000"
"922012","433537","4","QUEENS","196-45","196-45","196-45","45 AVENUE","10140","11358","5521","42","4124595","11","2025-07-15T00:00:00.000","2026-09-01T00:00:00.000"
"422910","436709","4","QUEENS","76-46","76-46","76-46","47 AVENUE","10440","11373","1536","26","4038391","4","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"924550","438355","4","QUEENS","30-31","30-31","30-31","48 STREET","10640","11103","739","32","4013679","1","2025-09-23T00:00:00.000","2026-09-01T00:00:00.000"
"426165","440163","4","QUEENS","103-13","103-13","103-13","51 AVENUE","10890","11368","1934","64","4047593","4","2025-08-21T00:00:00.000","2026-09-01T00:00:00.000"
"416628","440771","4","QUEENS","103-13","103-13","103-13","52 AVENUE","10990","11368","1942","98","4047772","4","2025-07-09T00:00:00.000","2026-09-01T00:00:00.000"
"415680","441562","4","QUEENS","104-21","104-21","104-21","53 AVENUE","11090","11368","1943","88","4047829","4","2025-10-06T00:00:00.000","2026-09-01T00:00:00.000"
"421316","443060","4","QUEENS","43-11","43-11","43-11","54 STREET","11390","11377","1323","65","4030972","2","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"419827","445338","4","QUEENS","94-25","94-25","94-25","57 AVENUE","11840","11373","1902","10","4047077","4","2025-07-21T00:00:00.000","2026-09-01T00:00:00.000"
"424166","445535","4","QUEENS","134-38","134-38","134-38","57 ROAD","11940","11355","6362","118","4311759","7","2025-09-09T00:00:00.000","2026-09-01T00:00:00.000"
"128507","5143","1","MANHATTAN","694","694","694","10 AVENUE","11010","10019","1058","64","1026632","4","2025-12-29T00:00:00.000","2026-09-01T00:00:00.000"
"911569","460311","4","QUEENS","75-20","75-20","75-20","67 ROAD","14140","11379","3774","14","4091458","5","2024-02-07T00:00:00.000","2024-09-30T00:00:00.000"
"417156","466173","4","QUEENS","59-55","59-55","59-55","70 STREET","14840","11378","2833","43","4063774","5","2025-06-30T00:00:00.000","2026-09-01T00:00:00.000"
"403183","466520","4","QUEENS","104-02","104-02","104-12","71 AVENUE","14890","11375","3253","51","4077871","6","2025-07-31T00:00:00.000","2026-09-01T00:00:00.000"
"401638","473898","4","QUEENS","160-15","160-15","160-15","76 AVENUE","15840","11366","6835","36","4314842","8","2025-08-30T00:00:00.000","2026-09-01T00:00:00.000"
"419699","476418","4","QUEENS","64-08","64-08","64-08","77 PLACE","16070","11379","3002","8","4069688","5","2025-08-27T00:00:00.000","2026-09-01T00:00:00.000"
"424861","482125","4","QUEENS","60-28","60-28","60-28","80 AVENUE","16500","11385","3732","36","4436554","5","2001-08-30T00:00:00.000","2002-03-31T00:00:00.000"
"921373","484185","4","QUEENS","137-29","137-29","137-29","81 STREET","16740","11414","11387","35","4245868","10","2025-08-13T00:00:00.000","2026-09-01T00:00:00.000"
"401331","487460","4","QUEENS","35-54","35-54","35-54","83 STREET","16990","11372","1456","29","4035814","3","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"424987","492774","4","QUEENS","32-20","32-20","32-20","86 STREET","17540","11369","1415","17","4034667","3","2025-07-14T00:00:00.000","2026-09-01T00:00:00.000"
"926215","496967","4","QUEENS","88-08","88-08","88-08","88 STREET","17990","11421","8924","9","4183966","9","2025-02-10T00:00:00.000","2025-09-01T00:00:00.000"
"410661","498414","4","QUEENS","35-50","35-50","35-50","89 STREET","18090","11372","1462","26","4035919","3","2025-09-02T00:00:00.000","2026-09-01T00:00:00.000"
"418398","502792","4","QUEENS","100-17","100-17","100-17","93 AVENUE","18540","11418","9307","24","4195149","9","2019-09-12T00:00:00.000","2020-11-01T00:00:00.000"
"926568","505175","4","QUEENS","75-24","75-24","75-24","95 AVENUE","18790","11416","9000","12","4186843","9","2025-01-09T00:00:00.000","2025-09-01T00:00:00.000"
"417555","510538","4","QUEENS","41-05","41-05","41-05","99 STREET","19190","11368","1616","8","4040470","4","2025-08-23T00:00:00.000","2026-09-01T00:00:00.000"
"911475","516090","4","QUEENS","95-15","95-15","95-15","104 STREET","19740","11416","9386","47","4197155","9","2012-02-23T00:00:00.000","2012-10-01T00:00:00.000"
"917583","516954","4","QUEENS","177-19","177-19","177-19","106 AVENUE","19890","11433","10333","106","4220186","12","2025-04-16T00:00:00.000","2025-09-01T00:00:00.000"
"911401","517586","4","QUEENS","177-40","177-40","177-40","106 ROAD","19960","11433","10335","17","4220248","12","2012-01-11T00:00:00.000","2012-10-01T00:00:00.000"
"312396","208809","3","BROOKLYN","380","380","380","BERGEN STREET","19230","11217","932","15","3018517","6","2025-12-09T00:00:00.000","2026-09-01T00:00:00.000"
"423249","521834","4","QUEENS","63-16","63-16","63-20","110 STREET","20390","11375","2167","32","4051549","6","2025-09-26T00:00:00.000","2026-09-01T00:00:00.000"
"921493","531551","4","QUEENS","153-19","153-19","153-19","118 AVENUE","21070","11434","12204","271","4264917","12","2024-08-01T00:00:00.000","2025-09-01T00:00:00.000"
"918568","537017","4","QUEENS","133-37","133-37","133-37","123 STREET","21540","11420","11782","19","4255982","10","2025-07-17T00:00:00.000","2026-09-01T00:00:00.000"
"926873","540864","4","QUEENS","95-20","95-20","95-20","127 STREET","21740","11419","9467","15","4199936","9","2024-01-29T00:00:00.000","2024-09-30T00:00:00.000"
"919866","543069","4","QUEENS","114-14","114-14","114-14","130 STREET","21890","11420","11655","14","4251662","10","2018-03-01T00:00:00.000","2018-09-01T00:00:00.000"
"915317","546778","4","QUEENS","109-30","109-30","109-30","134 STREET","22140","11420","11613","17","4249999","10","2022-05-10T00:00:00.000","2022-09-01T00:00:00.000"
"357550","372412","3","BROOKLYN","325","325","325","SOUTH 5 STREET","78530","11211","2449","29","3063489","1","2025-12-15T00:00:00.000","2026-09-01T00:00:00.000"
"400150","560298","4","QUEENS","37-31","37-21","37-31","149 STREET","23190","11354","5017","7501","4113536","7","2025-07-16T00:00:00.000","2026-09-01T00:00:00.000"
"401644","566978","4","QUEENS","76-07","76-07","76-07","160 STREET","24040","11366","6836","42","4310388","8","2024-08-20T00:00:00.000","2025-09-01T00:00:00.000"
"917711","568936","4","QUEENS","47-03","47-03","47-03","163 STREET","24190","11358","5493","31","4124179","7","2025-06-30T00:00:00.000","2026-09-01T00:00:00.000"
"400580","587432","4","QUEENS","104-36","104-36","104-36","196 STREET","25690","11412","10891","21","4232979","12","2025-06-27T00:00:00.000","2026-09-01T00:00:00.000"
"923978","593102","4","QUEENS","40-33","40-33","40-33","202 STREET","25960","11361","6205","17","4137112","11","2000-11-09T00:00:00.000","2001-10-01T00:00:00.000"
